Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:700
c89b8e6a-4093-4264-bcaf-d1f4648b69f5,,ICD 10 - WHO:K43,K43 Ventral hernia,Ventral hernia,,Diagnosis,N/A,,,,
e6876dd0-1d4d-4dca-ab42-b5ef570f2789,,ICD 10 - WHO:K45,K45 Other abdominal hernia,Other abdominal hernia,,Diagnosis,N/A,,,,
74b67a5e-f455-4a6b-98c1-d6f52190c107,,ICD 10 - WHO:K50.9,"K50.9 Crohn's disease, unspecified","Crohn's disease, unspecified",,Diagnosis,N/A,,,,
29b9f834-4935-4531-a440-f295be2a4c15,,ICD 10 - WHO:K51,K51 Ulcerative colitis,Ulcerative colitis,,Diagnosis,N/A,,,,
346cb58a-cc35-4e1c-84b1-d97e4e5dfff0,,ICD 10 - WHO:K56.7,"K56.7 Ileus, unspecified","Ileus, unspecified",,Diagnosis,N/A,,,,
00924d1a-6354-478c-a520-ee880b5cbd81,,ICD 10 - WHO:K58,K58 Irritable bowel syndrome,Irritable bowel syndrome,,Diagnosis,N/A,,,,
cbd508cb-d994-42d6-87e8-ebadaf2d185c,,ICD 10 - WHO:K59.0,K59.0 Constipation,Constipation,,Diagnosis,N/A,,,,
74c424be-885c-4229-ac17-8cb9867e8123,,ICD 10 - WHO:K59.1,K59.1 Functional diarrhea,Functional diarrhea,,Diagnosis,N/A,,,,
ab51c01f-eed2-4e86-ac89-271941b24422,,ICD 10 - WHO:K72.9,"K72.9 Hepatic failure, unspecified","Hepatic failure, unspecified",,Diagnosis,N/A,,,,
ec21c971-9b22-4ed2-ab84-9513742b1a44,,ICD 10 - WHO:K76.9,"K76.9 Liver disease, unspecified","Liver disease, unspecified",,Diagnosis,N/A,,,,
d4d6ee66-9ca1-421a-ba86-9cc3afdfe568,,ICD 10 - WHO:K80,K80 Cholelithiasis,Cholelithiasis,,Diagnosis,N/A,,,,
769baf16-f32d-46e7-b7c0-1a6625e66ac5,,ICD 10 - WHO:K81,K81 Cholecystitis,Cholecystitis,,Diagnosis,N/A,,,,
b3339980-d826-4b67-aabc-75e22b41b1b8,,ICD 10 - WHO:K86.9,"K86.9 Disease of pancreas, unspecified","Disease of pancreas, unspecified",,Diagnosis,N/A,,,,
3757b4cc-1c8b-4bce-a746-4ba25395c296,,ICD 10 - WHO:K90,K90 Intestinal malabsorption,Intestinal malabsorption,,Diagnosis,N/A,,,,
100fa699-193e-40c6-bcf9-dd03086ce3ad,,ICD 10 - WHO:K90.0,K90.0 Celiac disease,Celiac disease,,Diagnosis,N/A,,,,
7512f2f2-8599-43d9-a160-e9ceb61f7674,,ICD 10 - WHO:K90.1,K90.1 Tropical sprue,Tropical sprue,,Diagnosis,N/A,,,,
e3595cc6-99a4-4899-b4b4-95a9949041a3,,ICD 10 - WHO:K92.0,K92.0 Hematemesis,Hematemesis,,Diagnosis,N/A,,,,
5a53dc59-1f96-4edd-bcf2-50dd73a1aadd,,ICD 10 - WHO:K92.1,K92.1 Melena,Melena,,Diagnosis,N/A,,,,
df346596-3fa1-4bdc-a3ad-376232dfe47f,,ICD 10 - WHO:K92.2,"K92.2 Gastrointestinal hemorrhage, unspecified","Gastrointestinal hemorrhage, unspecified",,Diagnosis,N/A,,,,
c877bad8-25b0-4149-a88c-7459a9253e9c,,ICD 10 - WHO:L01,L01 Impetigo,Impetigo,,Diagnosis,N/A,,,,
eec2aa80-6087-4e82-b29a-923d8d7608fb,,ICD 10 - WHO:L03,L03 Cellulitis,Cellulitis,,Diagnosis,N/A,,,,
b63868b2-bde2-4b17-a008-622ef5285354,,ICD 10 - WHO:L04.9,"L04.9 Acute lymphadenitis, unspecified","Acute lymphadenitis, unspecified",,Diagnosis,N/A,,,,
c1d37339-0ef7-4a95-aacc-2dac50a075fe,,ICD 10 - WHO:L05,L05 Pilonidal cyst,Pilonidal cyst,,Diagnosis,N/A,,,,
80f012d0-38c5-4148-9769-6031b5b01fdd,,ICD 10 - WHO:L08.0,L08.0 Pyoderma,Pyoderma,,Diagnosis,N/A,,,,
f16394f6-09e8-4171-9d96-7428c4e92d4b,,ICD 10 - WHO:L08.1,L08.1 Erythrasma,Erythrasma,,Diagnosis,N/A,,,,
baea5a3b-5b09-4596-80d6-c7d43e4e2367,,ICD 10 - WHO:L10,L10 Pemphigus,Pemphigus,,Diagnosis,N/A,,,,
45a933fe-a426-485c-86f7-c05f212132e0,,ICD 10 - WHO:L12,L12 Pemphigoid,Pemphigoid,,Diagnosis,N/A,,,,
18dfb812-715e-4530-894b-87a33517bdd0,,ICD 10 - WHO:L20,L20 Atopic dermatitis,Atopic dermatitis,,Diagnosis,N/A,,,,
826a3517-0c91-4602-8481-77ed69997ec4,,ICD 10 - WHO:L21,L21 Seborrheic dermatitis,Seborrheic dermatitis,,Diagnosis,N/A,,,,
984de5b5-dca3-445e-b215-c38ba4614b61,,ICD 10 - WHO:L21.0,L21.0 Seborrhea capitis,Seborrhea capitis,,Diagnosis,N/A,,,,
c9763115-7a8a-4770-aeaa-9700e8859215,,ICD 10 - WHO:L22,L22 Diaper [napkin] dermatitis,Diaper [napkin] dermatitis,,Diagnosis,N/A,,,,
033d4ae7-6029-4d3d-83ce-9be9b6539a8c,,ICD 10 - WHO:L25,L25 Unspecified contact dermatitis,Unspecified contact dermatitis,,Diagnosis,N/A,,,,
e56b1dd3-124c-4358-b1b5-f1d688d58764,,ICD 10 - WHO:L29,L29 Pruritus,Pruritus,,Diagnosis,N/A,,,,
dccf83be-722c-49b0-ab39-f958dc004153,,ICD 10 - WHO:L30.9,"L30.9 Dermatitis, unspecified","Dermatitis, unspecified",,Diagnosis,N/A,,,,
89a54526-d227-4df6-a963-8a78e63776b9,,ICD 10 - WHO:L40,L40 Psoriasis,Psoriasis,,Diagnosis,N/A,,,,
2b83e51f-d9fa-4505-a3dd-c688dee2ddbd,,ICD 10 - WHO:L44.0,L44.0 Pityriasis rubra pilaris,Pityriasis rubra pilaris,,Diagnosis,N/A,,,,
96d3a363-2ade-4cbd-b51e-67946b701469,,ICD 10 - WHO:L44.9,"L44.9 Papulosquamous disorder, unspecified","Papulosquamous disorder, unspecified",,Diagnosis,N/A,,,,
0f957664-99ed-4796-b4b8-540e1c2153a9,,ICD 10 - WHO:L50,L50 Urticaria,Urticaria,,Diagnosis,N/A,,,,
17e1691b-489d-4aad-b6cd-43a08500bf65,,ICD 10 - WHO:L53.9,"L53.9 Erythematous condition, unspecified","Erythematous condition, unspecified",,Diagnosis,N/A,,,,
fd1e6556-de6d-4997-9425-626c1ae19ccd,,ICD 10 - WHO:L55,L55 Sunburn,Sunburn,,Diagnosis,N/A,,,,
667e5922-e382-4f06-bdf6-3523d0c76d71,,ICD 10 - WHO:L60,L60 Nail disorders,Nail disorders,,Diagnosis,N/A,,,,
bf0a77db-6443-4e24-aa30-f50be1408cfc,,ICD 10 - WHO:L60.0,L60.0 Ingrowing nail,Ingrowing nail,,Diagnosis,N/A,,,,
bb1c55ad-abde-43bf-b94b-0fee19f1df63,,ICD 10 - WHO:L60.1,L60.1 Onycholysis,Onycholysis,,Diagnosis,N/A,,,,
81555051-d7a4-4681-8bf2-4761d77f1424,,ICD 10 - WHO:L60.2,L60.2 Onychogryphosis,Onychogryphosis,,Diagnosis,N/A,,,,
81a79f9a-667f-49ef-803a-40368d7f19a6,,ICD 10 - WHO:L60.3,L60.3 Nail dystrophy,Nail dystrophy,,Diagnosis,N/A,,,,
588392ea-9c02-412d-b1fa-47475bacfd01,,ICD 10 - WHO:L63.0,L63.0 Alopecia (capitis) totalis,Alopecia (capitis) totalis,,Diagnosis,N/A,,,,
1e8747e6-3d5f-45a6-a484-2c0045e73451,,ICD 10 - WHO:L68,L68 Hypertrichosis,Hypertrichosis,,Diagnosis,N/A,,,,
b710ef4e-7dfb-4168-aec0-955fad524941,,ICD 10 - WHO:L68.0,L68.0 Hirsutism,Hirsutism,,Diagnosis,N/A,,,,
3d303048-6403-4181-a38d-b1bb2da9cb7c,,ICD 10 - WHO:L71,L71 Rosacea,Rosacea,,Diagnosis,N/A,,,,
6517f2d3-3d88-4f7c-b88a-09d5a9514bc0,,ICD 10 - WHO:L72.0,L72.0 Epidermal cyst,Epidermal cyst,,Diagnosis,N/A,,,,
94071f86-27ec-40dd-8f49-a439fa4d3e88,,ICD 10 - WHO:L73.9,"L73.9 Follicular disorder, unspecified","Follicular disorder, unspecified",,Diagnosis,N/A,,,,
d5a6c486-c08b-4fe5-95e5-a0a6536cd816,,ICD 10 - WHO:L74.4,L74.4 Anhidrosis,Anhidrosis,,Diagnosis,N/A,,,,
674e92e1-b9ea-4afa-abd0-557ff4502f74,,ICD 10 - WHO:L80,L80 Vitiligo,Vitiligo,,Diagnosis,N/A,,,,
f7adbfaf-09bb-463b-84d5-74fc9ec25ad3,,ICD 10 - WHO:L85.3,L85.3 Xerosis cutis,Xerosis cutis,,Diagnosis,N/A,,,,
8c65b8f9-2abd-46c9-8058-4da02c0be665,,ICD 10 - WHO:L89,L89 Decubitus ulcer,Decubitus ulcer,,Diagnosis,N/A,,,,
e734916b-40ba-4633-ae42-318e4e914582,,ICD 10 - WHO:L90,L90 Atrophic disorders of the skin,Atrophic disorders of the skin,,Diagnosis,N/A,,,,
cf515796-c30f-4c79-935d-8da073475645,,ICD 10 - WHO:L90.6,L90.6 Striae atrophicae,Striae atrophicae,,Diagnosis,N/A,,,,
e94ccabd-88ab-4a68-888b-c47b9aa7caa8,,ICD 10 - WHO:L91.0,L91.0 Keloid scar,Keloid scar,,Diagnosis,N/A,,,,
6806d451-3b96-486a-a20b-e7a106d06bda,,ICD 10 - WHO:L92.0,L92.0 Granuloma annulare,Granuloma annulare,,Diagnosis,N/A,,,,
6901b2e5-36e1-47f5-85f0-31a073cbece1,,ICD 10 - WHO:L93,L93 Lupus erythematosus,Lupus erythematosus,,Diagnosis,N/A,,,,
aad325d2-4f50-4c5a-bf94-23895ffe82cb,,ICD 10 - WHO:L95.9,"L95.9 Vasculitis limited to skin, unspecified","Vasculitis limited to skin, unspecified",,Diagnosis,N/A,,,,
87be5747-c373-4a31-ae8c-fb89dc39ff8e,,ICD 10 - WHO:L97,"L97 Ulcer of lower limb, not elsewhere classified","Ulcer of lower limb, not elsewhere classified",,Diagnosis,N/A,,,,
6d13095c-7d6a-4fff-be31-988ea9f5a3c6,,ICD 10 - WHO:M06.9,"M06.9 Rheumatoid arthritis, unspecified","Rheumatoid arthritis, unspecified",,Diagnosis,N/A,,,,
77d990d5-3583-4911-9dc6-f37171f6c927,,ICD 10 - WHO:M08.9,"M08.9 Juvenile arthritis, unspecified","Juvenile arthritis, unspecified",,Diagnosis,N/A,,,,
45600a55-5854-4522-b137-41fa9c4c5619,,ICD 10 - WHO:M10,M10 Gout,Gout,,Diagnosis,N/A,,,,
a72af304-5cad-48f4-9836-2db37c6167ba,,ICD 10 - WHO:M13,M13 Other arthritis,Other arthritis,,Diagnosis,N/A,,,,
a8e5b059-3217-4ebd-acf2-9cae34d02efc,,ICD 10 - WHO:M13.0,"M13.0 Polyarthritis, unspecified","Polyarthritis, unspecified",,Diagnosis,N/A,,,,
614eecb9-628b-4f66-99e7-d745d0754be3,,ICD 10 - WHO:M19,M19 Other arthrosis,Other arthrosis,,Diagnosis,N/A,,,,
3fa0aac6-10e3-4cdd-b4ac-49e2aaa7b6b7,,ICD 10 - WHO:M20.0,M20.0 Deformity of finger(s),Deformity of finger(s),,Diagnosis,N/A,,,,
9c7d886d-fb45-4a36-8349-00000f74e529,,ICD 10 - WHO:M20.1,M20.1 Hallux valgus (acquired),Hallux valgus (acquired),,Diagnosis,N/A,,,,
a48299e9-5f45-4b7c-a36e-2a65cd44996e,,ICD 10 - WHO:M20.2,M20.2 Hallux rigidus,Hallux rigidus,,Diagnosis,N/A,,,,
90ede3b2-fff3-4c8d-911d-c9dc0feee860,,ICD 10 - WHO:M21.3,M21.3 Wrist or foot drop (acquired),Wrist or foot drop (acquired),,Diagnosis,N/A,,,,
ee89083b-a0fb-4f98-b43d-34b6c22a30d0,,ICD 10 - WHO:M21.7,M21.7 Unequal limb length (acquired),Unequal limb length (acquired),,Diagnosis,N/A,,,,
ae10b207-99bc-41e0-bc57-fb6012abbc46,,ICD 10 - WHO:M25.4,M25.4 Effusion of joint,Effusion of joint,,Diagnosis,N/A,,,,
c3b9b195-a6d3-4ca9-9bb4-68656e81f715,,ICD 10 - WHO:M25.5,M25.5 Pain in joint,Pain in joint,,Diagnosis,N/A,,,,
d8c8e22e-0ae5-45b2-9081-e40aa797ec72,,ICD 10 - WHO:M25.6,"M25.6 Stiffness of joint, not elsewhere classified","Stiffness of joint, not elsewhere classified",,Diagnosis,N/A,,,,
caf2608f-05ab-4d3d-adb0-df3011ddac01,,ICD 10 - WHO:M25.9,"M25.9 Joint disorder, unspecified","Joint disorder, unspecified",,Diagnosis,N/A,,,,
83de2e74-3e16-4f2b-8597-a1ca8c1a970d,,ICD 10 - WHO:M40.5,"M40.5 Lordosis, unspecified","Lordosis, unspecified",,Diagnosis,N/A,,,,
39bdb957-599a-40c5-9689-8f13c77b4eb4,,ICD 10 - WHO:M41,M41 Scoliosis,Scoliosis,,Diagnosis,N/A,,,,
c1100c29-2ea4-4410-902f-aac0ecb57c11,,ICD 10 - WHO:M43.0,M43.0 Spondylolysis,Spondylolysis,,Diagnosis,N/A,,,,
2c30fac9-4596-4001-acae-f0ced76c7d50,,ICD 10 - WHO:M43.1,M43.1 Spondylolisthesis,Spondylolisthesis,,Diagnosis,N/A,,,,
47ca5eb4-4c84-4469-a5ca-7c6a522adbd8,,ICD 10 - WHO:M43.6,M43.6 Torticollis,Torticollis,,Diagnosis,N/A,,,,
f6376aa2-3cae-410d-9684-4e917ba19a45,,ICD 10 - WHO:M47,M47 Spondylosis,Spondylosis,,Diagnosis,N/A,,,,
ffe50921-d42a-4294-9e1e-dae8848e849c,,ICD 10 - WHO:M48.0,M48.0 Spinal stenosis,Spinal stenosis,,Diagnosis,N/A,,,,
ba1fc03d-66aa-48da-bce6-3ffdc97c2eae,,ICD 10 - WHO:M50,M50 Cervical disc disorders,Cervical disc disorders,,Diagnosis,N/A,,,,
3e734762-3725-40e4-9f97-a70850ed2d24,,ICD 10 - WHO:M54.1,M54.1 Radiculopathy,Radiculopathy,,Diagnosis,N/A,,,,
934f3ba5-4c86-4ce4-9994-f80623098e97,,ICD 10 - WHO:M54.5,M54.5 Low back pain,Low back pain,,Diagnosis,N/A,,,,
f001ecc9-d094-44eb-b602-940a053f38e5,,ICD 10 - WHO:M54.6,M54.6 Pain in thoracic spine,Pain in thoracic spine,,Diagnosis,N/A,,,,
c786bd86-db6c-48fb-9c6e-6d45649fccc6,,ICD 10 - WHO:M62.6,M62.6 Muscle strain,Muscle strain,,Diagnosis,N/A,,,,
0ab8379b-029d-48c6-80a8-9e47457e72bf,,ICD 10 - WHO:M65.3,M65.3 Trigger finger,Trigger finger,,Diagnosis,N/A,,,,
f912df9f-f3fa-4334-90da-fde6d988a8dc,,ICD 10 - WHO:M65.9,"M65.9 Synovitis and tenosynovitis, unspecified","Synovitis and tenosynovitis, unspecified",,Diagnosis,N/A,,,,
1f9e8a78-fcb2-4375-a0e2-79399daa3706,,ICD 10 - WHO:M67.4,M67.4 Ganglion,Ganglion,,Diagnosis,N/A,,,,
9e79097c-399d-4a4d-a859-278b503d5d9b,,ICD 10 - WHO:M70.1,M70.1 Bursitis of hand,Bursitis of hand,,Diagnosis,N/A,,,,
93f7a456-762f-4e19-a7ec-e352e6dac77b,,ICD 10 - WHO:M70.5,M70.5 Other bursitis of knee,Other bursitis of knee,,Diagnosis,N/A,,,,
484f39a4-1ab9-43c1-a1b7-25be3fb26d85,,ICD 10 - WHO:M70.7,M70.7 Other bursitis of hip,Other bursitis of hip,,Diagnosis,N/A,,,,
843cdcc9-c066-4fa3-89e6-d412d5590f97,,ICD 10 - WHO:M71.5,"M71.5 Other bursitis, not elsewhere classified","Other bursitis, not elsewhere classified",,Diagnosis,N/A,,,,
fc81ab09-b537-4875-ba15-ce8e28f6d57b,,ICD 10 - WHO:M72.5,"M72.5 Fasciitis, not elsewhere classified","Fasciitis, not elsewhere classified",,Diagnosis,N/A,,,,
597b6789-618c-4d65-b374-dd6a094232ca,,ICD 10 - WHO:M75.1,M75.1 Rotator cuff syndrome,Rotator cuff syndrome,,Diagnosis,N/A,,,,
ba25398f-9fd2-4ba7-8218-b10d6c44d590,,ICD 10 - WHO:M75.2,M75.2 Bicipital tendinitis,Bicipital tendinitis,,Diagnosis,N/A,,,,
721dfa97-fcc0-4229-bcdc-ee7d8b603bf1,,ICD 10 - WHO:M75.5,M75.5 Bursitis of shoulder,Bursitis of shoulder,,Diagnosis,N/A,,,,
2091ff82-5df4-435a-9595-835fb61d30a5,,ICD 10 - WHO:M76.3,M76.3 Iliotibial band syndrome,Iliotibial band syndrome,,Diagnosis,N/A,,,,
546e8ff9-1459-4e39-9b50-930806a98181,,ICD 10 - WHO:M76.5,M76.5 Patellar tendinitis,Patellar tendinitis,,Diagnosis,N/A,,,,
ce6ef902-5309-48bf-be0e-7d87c838a556,,ICD 10 - WHO:M76.6,M76.6 Achilles tendinitis,Achilles tendinitis,,Diagnosis,N/A,,,,
e9619e68-d9c0-4858-a26e-78722cde8ea8,,ICD 10 - WHO:M76.7,M76.7 Peroneal tendinitis,Peroneal tendinitis,,Diagnosis,N/A,,,,
5032f6c6-c0e6-4821-90aa-e4c4b5818625,,ICD 10 - WHO:M79.0,"M79.0 Rheumatism, unspecified","Rheumatism, unspecified",,Diagnosis,N/A,,,,
ff703949-edbe-47af-b8e4-1aa87921fa28,,ICD 10 - WHO:M79.1,M79.1 Myalgia,Myalgia,,Diagnosis,N/A,,,,
9fb3d08f-9e57-41f0-b583-f0c9d9aee14c,,ICD 10 - WHO:M79.2,"M79.2 Neuralgia and neuritis, unspecified","Neuralgia and neuritis, unspecified",,Diagnosis,N/A,,,,
cc762ada-03c7-45e7-bbfe-8b438f1d6642,,ICD 10 - WHO:M79.6,M79.6 Pain in limb,Pain in limb,,Diagnosis,N/A,,,,
c9bc4391-f3f9-4c71-bebe-b1bedcf7ac91,,ICD 10 - WHO:M79.7,M79.7 Fibromyalgia,Fibromyalgia,,Diagnosis,N/A,,,,
d086ba2e-906b-4245-a7ab-dfef45d9bea8,,ICD 10 - WHO:M81.9,"M81.9 Osteoporosis, unspecified","Osteoporosis, unspecified",,Diagnosis,N/A,,,,
42d61f9d-aa9a-4d2c-88cb-7e176c5b3bcc,,ICD 10 - WHO:M84.0,M84.0 Malunion of fracture,Malunion of fracture,,Diagnosis,N/A,,,,
7d50529f-b2ae-4e0f-99ba-1f6188fc7299,,ICD 10 - WHO:M86,M86 Osteomyelitis,Osteomyelitis,,Diagnosis,N/A,,,,
3750403a-a466-46cf-9d4e-4b0c407386e1,,ICD 10 - WHO:M88.9,"M88.9 Paget's disease of bone, unspecified","Paget's disease of bone, unspecified",,Diagnosis,N/A,,,,
3a6b429f-d121-4fa1-8cdd-36a0e699eb2e,,ICD 10 - WHO:M94.3,M94.3 Chondrolysis,Chondrolysis,,Diagnosis,N/A,,,,
693c2c86-e554-4db5-a6b1-986330518f83,,ICD 10 - WHO:N04,N04 Nephrotic syndrome,Nephrotic syndrome,,Diagnosis,N/A,,,,
cf2a4058-3c37-4cfc-8934-352973370fb9,,ICD 10 - WHO:N18,N18 Chronic renal failure,Chronic renal failure,,Diagnosis,N/A,,,,
a7157c7d-abda-4da1-9747-e516c8c2c07a,,ICD 10 - WHO:N20.9,"N20.9 Urinary calculus, unspecified","Urinary calculus, unspecified",,Diagnosis,N/A,,,,
c60e8926-5c27-48dc-987d-ab0652823d5f,,ICD 10 - WHO:N39.0,"N39.0 Urinary tract infection, site not specified","Urinary tract infection, site not specified",,Diagnosis,N/A,,,,
ee6813cc-6603-4a58-9449-31fd6665f032,,ICD 10 - WHO:N39.1,"N39.1 Persistent proteinuria, unspecified","Persistent proteinuria, unspecified",,Diagnosis,N/A,,,,
c8e905f4-f90f-472d-b90f-3d2f6da8bf98,,ICD 10 - WHO:N39.3,N39.3 Stress incontinence,Stress incontinence,,Diagnosis,N/A,,,,
6a8dc278-9af0-4806-9ccb-c0cec32130d0,,ICD 10 - WHO:N39.4,N39.4 Other specified urinary incontinence,Other specified urinary incontinence,,Diagnosis,N/A,,,,
cee82347-b881-45df-8432-65544673abf1,,ICD 10 - WHO:N41,N41 Inflammatory diseases of prostate,Inflammatory diseases of prostate,,Diagnosis,N/A,,,,
abb26d8e-9b49-4dc7-a6aa-7f7125eb2cb5,,ICD 10 - WHO:N42.9,"N42.9 Disorder of prostate, unspecified","Disorder of prostate, unspecified",,Diagnosis,N/A,,,,
b7567cfc-e321-483b-a368-6c2b285f4340,,ICD 10 - WHO:N43.3,"N43.3 Hydrocele, unspecified","Hydrocele, unspecified",,Diagnosis,N/A,,,,
803e4265-8553-4cd0-96a1-891451f647ee,,ICD 10 - WHO:N43.4,N43.4 Spermatocele,Spermatocele,,Diagnosis,N/A,,,,
e3b13e32-2b41-49f8-9339-26940bd38bed,,ICD 10 - WHO:N44,N44 Torsion of testis,Torsion of testis,,Diagnosis,N/A,,,,
449afd98-b67c-491a-932c-6e4b82b9af5f,,ICD 10 - WHO:N46,N46 Male infertility,Male infertility,,Diagnosis,N/A,,,,
55af6697-8f69-49b7-ad47-3b8419da8b53,,ICD 10 - WHO:N48.1,N48.1 Balanoposthitis,Balanoposthitis,,Diagnosis,N/A,,,,
db9aae70-0893-4343-a85a-ea59d8ecdc94,,ICD 10 - WHO:N48.2,N48.2 Other inflammatory disorders of penis,Other inflammatory disorders of penis,,Diagnosis,N/A,,,,
f9eb4e43-9f56-4694-b37f-426e4568040c,,ICD 10 - WHO:N48.3,N48.3 Priapism,Priapism,,Diagnosis,N/A,,,,
08ce23b1-3b9f-4cf8-8868-2b05e04d2dcc,,ICD 10 - WHO:N48.5,N48.5 Ulcer of penis,Ulcer of penis,,Diagnosis,N/A,,,,
ca95fdc9-2cdc-48b7-9f81-d595c141cab6,,ICD 10 - WHO:N63,N63 Unspecified lump in breast,Unspecified lump in breast,,Diagnosis,N/A,,,,
c96c3817-7e84-4d35-80d3-1a4ff23c7653,,ICD 10 - WHO:N64.3,N64.3 Galactorrhea not associated with childbirth,Galactorrhea not associated with childbirth,,Diagnosis,N/A,,,,
4a2c2367-e574-420a-935a-fa1e28e6f2f3,,ICD 10 - WHO:N73.9,"N73.9 Female pelvic inflammatory disease, unspecified","Female pelvic inflammatory disease, unspecified",,Diagnosis,N/A,,,,
807b7c1a-9a7e-4eba-a9ad-b6d87194404d,,ICD 10 - WHO:N75.0,N75.0 Cyst of Bartholin's gland,Cyst of Bartholin's gland,,Diagnosis,N/A,,,,
49ba952c-bb40-4aac-8012-4c7fefb72fcb,,ICD 10 - WHO:N80,N80 Endometriosis,Endometriosis,,Diagnosis,N/A,,,,
c9fa45dd-95a5-4eba-becb-e423262e9790,,ICD 10 - WHO:N81.1,N81.1 Cystocele,Cystocele,,Diagnosis,N/A,,,,
5c6af17a-c349-4e38-893b-ee2207b43a07,,ICD 10 - WHO:N81.6,N81.6 Rectocele,Rectocele,,Diagnosis,N/A,,,,
a6986207-08c3-4916-a9e1-13c04b031fc5,,ICD 10 - WHO:N91.0,N91.0 Primary amenorrhea,Primary amenorrhea,,Diagnosis,N/A,,,,
10de4a7c-eaa8-4792-ba3d-abae3884c73b,,ICD 10 - WHO:N91.5,"N91.5 Oligomenorrhea, unspecified","Oligomenorrhea, unspecified",,Diagnosis,N/A,,,,
712f95b7-85c0-455f-821f-234bcfc2b589,,ICD 10 - WHO:N92.6,"N92.6 Irregular menstruation, unspecified","Irregular menstruation, unspecified",,Diagnosis,N/A,,,,
b714c1f1-b9cf-4ed1-b12e-c70da6f133c1,,ICD 10 - WHO:N93,N93 Other abnormal uterine and vaginal bleeding,Other abnormal uterine and vaginal bleeding,,Diagnosis,N/A,,,,
721c023f-1854-476b-8289-eb993f1c6c1e,,ICD 10 - WHO:N94.6,"N94.6 Dysmenorrhea, unspecified","Dysmenorrhea, unspecified",,Diagnosis,N/A,,,,
3d5fd5ef-38f2-4e5b-9cd7-f973ca514327,,ICD 10 - WHO:N95,N95 Menopausal and other perimenopausal disorders,Menopausal and other perimenopausal disorders,,Diagnosis,N/A,,,,
9acec433-6cec-416b-a54a-8464d11e70a4,,ICD 10 - WHO:N95.0,N95.0 Postmenopausal bleeding,Postmenopausal bleeding,,Diagnosis,N/A,,,,
af557998-df6d-43b7-af13-0436ec7c9aad,,ICD 10 - WHO:N97,N97 Female infertility,Female infertility,,Diagnosis,N/A,,,,
9705eb3f-5244-4834-bb23-ef65cff02125,,ICD 10 - WHO:O00,O00 Ectopic pregnancy,Ectopic pregnancy,,Diagnosis,N/A,,,,
4afd43c6-249c-4319-a3fb-d20162f4ea6a,,ICD 10 - WHO:O03,O03 Spontaneous abortion,Spontaneous abortion,,Diagnosis,N/A,,,,
77a0d430-f94e-41c4-85ed-23ac245ac72d,,ICD 10 - WHO:O06,O06 Unspecified abortion,Unspecified abortion,,Diagnosis,N/A,,,,
f3bd6529-7be5-4884-8600-c3a19df1995b,,ICD 10 - WHO:O12.0,O12.0 Gestational edema,Gestational edema,,Diagnosis,N/A,,,,
307ae9a7-4f26-4a1b-802c-efdfdce386c7,,ICD 10 - WHO:O12.1,O12.1 Gestational proteinuria,Gestational proteinuria,,Diagnosis,N/A,,,,
217d1ae4-3d48-46b9-b327-d17999bceaf1,,ICD 10 - WHO:O12.2,O12.2 Gestational edema with proteinuria,Gestational edema with proteinuria,,Diagnosis,N/A,,,,
4231b90d-46b7-41e8-9227-d018eb7817e5,,ICD 10 - WHO:O13,O13 Gestational [pregnancy-induced] hypertension without significant proteinuria,Gestational [pregnancy-induced] hypertension without significant proteinuria,,Diagnosis,N/A,,,,
8c2cbd3a-52a4-4143-a442-35593ee6567c,,ICD 10 - WHO:O14,O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,Gestational [pregnancy-induced] hypertension with significant proteinuria,,Diagnosis,N/A,,,,
b15e539d-7c40-4d88-b932-8d1127b5a0eb,,ICD 10 - WHO:O14.0,O14.0 Moderate preeclampsia,Moderate preeclampsia,,Diagnosis,N/A,,,,
b31df2e8-5b33-416e-993f-45a3a35f007e,,ICD 10 - WHO:O14.1,O14.1 Severe preeclampsia,Severe preeclampsia,,Diagnosis,N/A,,,,
91f61b8f-f219-40b0-9ac2-8d938ffa33c8,,ICD 10 - WHO:O14.9,"O14.9 Preeclampsia, unspecified","Preeclampsia, unspecified",,Diagnosis,N/A,,,,
7eecfeee-b4c6-4a80-bdb8-c50465f94e32,,ICD 10 - WHO:O20.0,O20.0 Threatened abortion,Threatened abortion,,Diagnosis,N/A,,,,
98e13579-ff4c-4609-95e2-78eb6dc6027e,,ICD 10 - WHO:O21.9,"O21.9 Vomiting of pregnancy, unspecified","Vomiting of pregnancy, unspecified",,Diagnosis,N/A,,,,
8c12fae0-c4ad-4fcf-b17a-5ad244221a75,,ICD 10 - WHO:O26.9,"O26.9 Pregnancy-related condition, unspecified","Pregnancy-related condition, unspecified",,Diagnosis,N/A,,,,
7d8b6bd0-3d89-4d69-a947-bc3851d43858,,ICD 10 - WHO:O30,O30 Multiple gestation,Multiple gestation,,Diagnosis,N/A,,,,
d9c99bf4-1a32-40ea-8564-290d77bb09be,,ICD 10 - WHO:O41.9,"O41.9 Disorder of amniotic fluid and membranes, unspecified","Disorder of amniotic fluid and membranes, unspecified",,Diagnosis,N/A,,,,
92a76fe5-e897-49b6-8907-3258cd657c9c,,ICD 10 - WHO:O43,O43 Placental disorders,Placental disorders,,Diagnosis,N/A,,,,
